ra,dec,parallax,pmra,pmdec,phot_g_mean_mag
147.8426799125527400,31.2457388195386480,0.6840578784807138,-3.5779020246154180,-3.2379808346100410,16.3867187500
147.8399931843691800,31.2619579102526830,1.6636720698819683,-6.0738625375845980,-7.8377735586266635,13.2288341522
147.8743399068915500,31.2690737270130480,1.0222924748138695,-1.2079833604154204,-8.2163322565044580,16.4840431213
147.9058285808809500,31.2667471754918830,0.4191917569275919,-1.7572293512378119,-4.5494111503751300,16.0681495667
147.9745395118267000,31.2775918571630670,2.2383269114158195,6.3949311767535040,12.0251489985791710,16.2817440033
147.9605631132877500,31.2449198265007660,0.7119195515719703,-10.9395804268984060,-8.2048438997925080,16.9373207092
147.9707996571155800,31.1216299839566600,0.6181213415130556,-2.3699915618147230,-3.4924571426824260,15.5049381256
147.8781825520350400,31.1720825988965300,2.9926253794095170,34.9205371236069340,-27.6880581927504930,14.9648380280
147.8889895154163000,31.1987652456664220,1.0310530256272696,7.2885956966754730,-8.5930319810545510,15.4021444321
147.9459703815541300,31.1313393182213040,4.5470053370815730,-39.6535862587197400,3.4871467426067730,11.8454179764
147.9006622863324000,31.1766417817907570,1.6207830492813350,-1.0389199849151682,-5.5984846242667920,14.5164623260
147.9757242618809400,31.2704366445293330,1.0211375638093385,-26.2203641486240070,-0.5947003212159969,15.7163991928
147.8020529454303200,31.2894517945503770,0.7624775069707868,-0.9338782258702665,-4.6586390929157910,15.0014305115
147.8969427502377700,31.2183838282655200,2.0830618269198076,-17.0368390847174200,7.0592454099879070,16.3567047119
147.9598135512352700,31.1708602316364400,1.6637860602481365,-14.7315106893799060,-44.7299587727450900,16.5966415405
147.9571554125155300,31.1771220275090570,5.4750752097042330,12.8851562336659050,-26.1186737990396980,16.3367958069
147.9122380674960500,31.2025142894134220,1.1213336944235033,-4.2324086405612570,-9.4356464440031950,16.7110290527
147.9197690590833600,31.2024535869584020,0.5306379945107206,1.8247130894843590,-3.4810337461849805,15.2321958542
147.9232613515694000,31.2001912213824650,0.5042721816197129,-5.5369123329765100,-3.1269568732944903,15.5512170792
147.9059192766095500,31.2489547013919380,1.4690565804460836,-26.4001266975530270,-9.8929195961318000,15.3671007156
147.9569572221174400,31.1690921445322540,0.9417153191122073,5.0092945822250320,-6.7554228400344165,14.7669057846
147.9732786354358600,31.2078645172728850,0.7141959674838534,-7.2333209761522710,-6.3087880500030600,15.9541301727
147.2643181078441000,30.4305122744991100,0.5342903041629345,3.7732628373079997,-12.4827059109515620,15.9897260666
147.4724560597189200,30.5985501185450270,13.7111917044756030,21.2365134436759320,0.0208605249980984,10.8910074234
147.1766992511397200,30.7162584543484880,0.5388772863128080,3.4117006100999387,-6.1594428732772030,16.8061008453
147.4257539357832000,30.9161985265290600,1.4205146561344308,2.6999328142112770,-6.3314423239667500,16.9243068695
147.2349682927912000,30.5580025125649970,0.6716222648992515,-13.6838488921202670,-13.8291427250201020,15.3691387177
147.2614895291911200,30.5106999861740780,2.7580417202330080,-4.7006778855063200,-4.9167905469939730,16.8590393066
147.2505813606194600,30.5317874276222200,1.7439593975260954,6.6052313294654000,-22.4473863446667250,15.1366300583
147.2659227369718700,30.6278981494432400,0.9813117197021703,-0.3988409537985054,-8.8446217572619950,14.9961805344
147.5097400237319500,30.5418581014857650,1.8387304707716130,3.4652223123407870,7.6872439019226690,15.2931909561
147.9633945102622000,30.7673781154231740,0.8918634882133350,-31.1503568224162780,-27.1791565174811300,16.3724250793
147.2146841186627200,30.6695335693411200,0.9096168938106170,-6.4045026949628590,-7.0804122327690715,15.7071933746
