xpos,ypos,mag,sigmag
727.5349731445312,27.756999969482422,16.833518981933594,0.024000000208616257
819.552001953125,34.65299987792969,15.891518592834473,0.023000000044703484
1621.8909912109375,40.81100082397461,16.759517669677734,0.017000000923871994
548.8209838867188,43.03799819946289,14.886518478393555,0.026000000536441803
1535.4610595703125,44.63199996948242,12.402518272399902,0.023000000044703484
1492.3050537109375,48.382999420166016,16.888519287109375,0.027000000700354576
1927.071044921875,63.542999267578125,16.927518844604492,0.02199999988079071
842.7249755859375,73.9000015258789,13.191518783569336,0.017999999225139618
25.341999053955078,90.68900299072266,16.191518783569336,0.027000000700354576
460.5119934082031,92.33499908447266,16.968517303466797,0.028999999165534973
1256.8990478515625,113.04100036621094,14.370518684387207,0.017999999225139618
22.11400032043457,116.25199890136719,15.59251880645752,0.024000000208616257
329.9809875488281,117.99600219726562,16.323518753051758,0.019999999552965164
2661.077880859375,120.42900085449219,13.719518661499023,0.017000000923871994
785.468994140625,121.0989990234375,16.919517517089844,0.02500000037252903
752.8079833984375,121.63200378417969,13.772518157958984,0.017999999225139618
2932.738037109375,125.8550033569336,16.731517791748047,0.028999999165534973
234.45700073242188,127.2300033569336,15.981518745422363,0.028999999165534973
830.3460083007812,127.81500244140625,16.28251838684082,0.02199999988079071
1597.9620361328125,131.64700317382812,16.086517333984375,0.020999999716877937
2927.10009765625,136.83099365234375,13.739518165588379,0.01899999938905239
2698.2119140625,140.09500122070312,13.45551872253418,0.019999999552965164
434.635009765625,142.12600708007812,13.100518226623535,0.019999999552965164
1392.5770263671875,145.6020050048828,15.492518424987793,0.01899999938905239
2898.347900390625,175.04800415039062,15.25851821899414,0.027000000700354576
725.7999877929688,181.19000244140625,16.201519012451172,0.017999999225139618
1109.6300048828125,187.91099548339844,16.63551902770996,0.028999999165534973
1173.447021484375,191.05999755859375,16.94451904296875,0.03099999949336052
427.12200927734375,199.8730010986328,16.26251983642578,0.02199999988079071
69.01100158691406,206.5030059814453,16.77151870727539,0.01899999938905239
2679.5869140625,210.83200073242188,15.18251895904541,0.019999999552965164
1796.39501953125,215.8679962158203,15.245518684387207,0.02500000037252903
1313.8310546875,218.33700561523438,13.619518280029297,0.020999999716877937
1091.470947265625,231.60699462890625,16.765518188476562,0.02500000037252903
2122.87109375,232.59800720214844,13.418519020080566,0.026000000536441803
2694.77490234375,255.8070068359375,16.41551971435547,0.01899999938905239
908.948974609375,258.989990234375,16.083518981933594,0.02199999988079071
1730.6219482421875,259.177001953125,14.96651840209961,0.023000000044703484
2585.56005859375,262.7380065917969,16.877517700195312,0.026000000536441803
1404.4539794921875,280.92401123046875,15.421518325805664,0.020999999716877937
1817.1810302734375,285.2720031738281,15.06751823425293,0.023000000044703484
263.2720031738281,298.8710021972656,16.23851776123047,0.028999999165534973
600.2990112304688,302.1940002441406,16.713520050048828,0.024000000208616257
884.656982421875,309.75799560546875,14.036519050598145,0.017000000923871994
2216.781005859375,313.1789855957031,14.65751838684082,0.017999999225139618
2031.1810302734375,330.7130126953125,14.070518493652344,0.020999999716877937
1952.8480224609375,335.0740051269531,15.34151840209961,0.02500000037252903
31.607999801635742,338.7149963378906,15.844518661499023,0.028999999165534973
2962.89404296875,340.47601318359375,15.993518829345703,0.023000000044703484
750.458984375,345.7749938964844,15.264518737792969,0.019999999552965164
